Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,HAS_INVALID_NAME
61a2fcc0-d679-764c-7d86-b885b2c4907f,1993-01-22,,999-98-2186,S99988392,X72124702X,Mrs.,Erline,Metz,,Strosin214,M,white,nonhispanic,F,Mashpee  Massachusetts  US,566 Rosenbaum Ferry,Holbrook,Massachusetts,Norfolk County,,42.151880211715,-70.952308394723,1223457.81,160.14,False
c0219ca9-576f-f7c2-9c44-de030e94969b,1971-12-06,,999-24-2120,S99951566,X2456540X,Mrs.,Beatriz,Urías,,Villalpando154,M,white,hispanic,F,Lima  Lima Province  PE,497 Bahringer Crossing,Somerville,Massachusetts,Middlesex County,02138,42.3757854899829,-71.0903966734203,1509753.911,968261.839,False
cb8c092a-99aa-6c9c-1ec1-660f0b00549d,1990-12-28,,999-74-6572,S99980075,X57149020X,Mrs.,Kari,Douglas,,Langworth352,M,white,nonhispanic,F,Framingham  Massachusetts  US,413 Auer Burg Suite 64,Wellesley,Massachusetts,Norfolk County,02457,42.3306040035194,-71.3082239570444,1040518.45,22454.94,False
97a20cf9-630d-939c-2f50-f13c434aee2f,1984-03-23,,999-16-8479,S99946662,X72015493X,Mrs.,Mayme,Walter,,Lesch175,M,white,nonhispanic,F,Blackstone  Massachusetts  US,441 Rodriguez Bridge,Boston,Massachusetts,Suffolk County,02129,42.3669239247746,-71.0648307360632,1622874.1175,74751.4725,False
55a6a46e-a1a4-0298-e58f-c0cb27cbb022,1958-09-18,2009-11-13,999-79-5115,S99956983,X26820988X,Mrs.,Maddie,Gutmann,,Blanda868,M,white,nonhispanic,F,Boston  Massachusetts  US,577 Schmeler Frontage road Unit 7,Quincy,Massachusetts,Norfolk County,02169,42.3147021555737,-71.0270052959923,2895617.604,312276.306,False
961f61f8-ed32-f113-8450-192064b49aa9,2002-06-13,,999-91-5120,S99910835,UNKNOWN,Ms.,Jessia,Wisoky,,,,white,nonhispanic,F,Southwick  Massachusetts  US,106 Kerluke Rest Apt 5,Abington,Massachusetts,Plymouth County,02351,42.1540787692135,-70.9579962898126,485313.59,1825.08,False
9acc871f-b577-5530-b8ad-fa95b58cea25,1985-03-24,,999-59-7726,S99918599,X14875434X,Mrs.,Lavinia,Heaney,,Maggio310,M,white,nonhispanic,F,Cambridge  Massachusetts  US,446 Kreiger Route,Brookline,Massachusetts,Norfolk County,02446,42.2971269093984,-71.1452395665731,1425692.5085,154972.8415,False
1d3d0ba6-5475-07c2-0b40-562ad75fdf26,1960-01-21,,999-26-4708,S99981133,X33683613X,Mrs.,Laurena,Heidenreich,,Becker968,M,white,nonhispanic,F,Lawrence  Massachusetts  US,1039 Gerhold Ramp Apt 20,East Longmeadow,Massachusetts,Hampden County,,42.0876874356702,-72.526566787277,774382.057,247928.613,False
98e4223a-5ad8-94e0-2d73-ee5203dd4e2b,2008-11-09,,999-92-2908,UNKNOWN,UNKNOWN,,Delfina,Parisian,,,,asian,nonhispanic,F,Boston  Massachusetts  US,752 Heller Vale Apt 5,Everett,Massachusetts,Middlesex County,02149,42.4087219130172,-71.057596736431,162931.8475,1462.6425,False
8fa5a097-1970-9370-4193-a7baa3d235b5,2000-08-25,,999-84-8860,S99941898,X42921765X,Ms.,Verla,Hamill,,,,white,nonhispanic,F,Waltham  Massachusetts  US,804 Mohr Lodge Apt 92,Everett,Massachusetts,Middlesex County,02148,42.4517407558373,-71.0701788280941,214600.8025,115026.0475,False
8c2d5e9b-0717-9616-beb9-21296a5b547d,1960-12-15,,999-50-8690,S99926520,X57197008X,Ms.,Zelda,Ernser,,,S,white,nonhispanic,F,Amherst  Massachusetts  US,874 Skiles Club,Haverhill,Massachusetts,Essex County,01830,42.7758967445358,-71.0066155750599,2341031.1385,177213.0915,False
a7624ac9-6308-e015-1c5c-115c97c631fe,1959-11-02,,999-16-7928,S99982440,X77033125X,Mrs.,Esther,Runolfsson,,Feil794,M,white,nonhispanic,F,Billerica  Massachusetts  US,389 Mraz Pathway Apt 38,Waltham,Massachusetts,Middlesex County,02453,42.399832304959,-71.2060383622077,2286986.704,480203.186,False
122b4063-18dc-f20f-204c-6f2da758717b,2018-09-16,,999-63-4674,UNKNOWN,UNKNOWN,,Carlota,Morales,,,,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,990 Morissette Parade,Boston,Massachusetts,Suffolk County,,42.2905943790192,-71.0921672092704,10334.434,7684.246,False
33c2ca32-ae38-66c5-474f-83273568906e,1955-10-25,,999-85-9194,S99955746,X89300658X,Mr.,Franklyn,Tromp,,,M,white,hispanic,M,Westford  Massachusetts  US,394 Weissnat Meadow,Georgetown,Massachusetts,Essex County,,42.7672512297946,-71.0247991863209,1860937.735,52453.715,False
57b53310-98a9-f011-69c0-02068c37d83b,1972-07-13,,999-37-8837,S99918279,X61102329X,Mrs.,Tommye,Simonis,,Franecki195,M,white,nonhispanic,F,Newton  Massachusetts  US,893 McGlynn Street,Plymouth,Massachusetts,Plymouth County,02360,41.8829542354763,-70.5823612036686,1973363.8435,641759.8265,False
c9b4f8c6-d7be-6563-0560-c90cfe6b12ca,2003-10-08,,999-17-8551,S99937265,UNKNOWN,Ms.,Pei,Williamson,,,,white,nonhispanic,F,Randolph  Massachusetts  US,996 Kemmer Port Unit 36,Woburn,Massachusetts,Middlesex County,01890,42.5082430796256,-71.1726243402819,1220556.95,0.0,False
1f528581-7613-2b96-dce3-68c7cf967ea1,1985-04-03,,999-82-4137,S99935035,X77363212X,Mrs.,Bonita,Bernier,,Hagenes547,M,white,nonhispanic,F,Dover  Massachusetts  US,377 Sauer Rapid Apt 46,Whitman,Massachusetts,Plymouth County,,42.0737917079701,-70.9283541017925,2223556.5275,219554.6725,False
7024858b-f5e2-efee-8e2f-67f503fef6a5,1969-01-03,1997-02-17,999-91-3005,S99927148,X79375706X,Mrs.,Rosalia,Klocko,,Herzog843,M,white,nonhispanic,F,Boston  Massachusetts  US,898 Wisoky Green,Lynn,Massachusetts,Essex County,01906,42.5061036543638,-70.9255433932446,686276.755,24752.235,False
1cfa5a70-7f3c-4227-5cf1-e182fcff4cd4,1958-09-18,,999-24-1375,S99923833,X21908759X,Mrs.,Alaine,Willms,,Funk324,M,white,nonhispanic,F,North Westport  Massachusetts  US,112 Metz Track,Quincy,Massachusetts,Norfolk County,02186,42.2500092522332,-70.9780594855737,2056353.781,599891.699,False
2f031d4a-b070-ce15-6372-30c8fecf1164,1994-09-30,,999-47-2075,S99936245,X18832457X,Ms.,Magdalene,Orn,,,S,asian,nonhispanic,F,Shanghai  Shanghai Municipality  CN,206 Harber Meadow,Lexington,Massachusetts,Middlesex County,02420,42.4005014969083,-71.1877215177984,1565996.562,406247.948,False
9a632ddc-b352-6dd7-0fb3-916fde80c9a3,1989-02-22,,999-66-5814,S99917255,X27930221X,Mr.,Shaun,Dickens,,,M,white,hispanic,M,Swampscott  Massachusetts  US,484 Bernier Orchard,Lunenburg,Massachusetts,Worcester County,,42.5649481168573,-71.7107186760784,797287.09,2312.82,False
56bf1a47-8065-1ba5-6d8c-430b37a621bf,2007-06-22,,999-56-2288,UNKNOWN,UNKNOWN,,Denny,Watsica,,,,asian,nonhispanic,M,Boston  Massachusetts  US,112 Hintz Annex Unit 63,Concord,Massachusetts,Middlesex County,,42.4816291993073,-71.3956611018122,328040.88,0.0,False
7d1a0d44-6f3e-2cd5-3347-0d97e5b57612,1980-12-04,,999-18-4055,S99975869,X57447826X,Mr.,Doyle,Johns,,,M,white,nonhispanic,M,Clinton  Massachusetts  US,828 Jaskolski Well Apt 88,Reading,Massachusetts,Middlesex County,,42.4687740401814,-71.1483751166424,1008922.16,443.04,False
8bf6aa92-645f-3c82-ddcd-5851496a6aa8,1967-05-07,,999-57-2811,S99974478,X11431912X,Mrs.,Ethelyn,Vandervort,,Kling921,M,white,nonhispanic,F,Lynn  Massachusetts  US,372 Jakubowski Vista Unit 76,Easton,Massachusetts,Bristol County,,42.0624193428507,-71.1240392636624,2008486.9385,409753.3915,False
f0660412-c40e-4d5c-5b11-08b6da289331,1975-01-24,,999-42-9701,S99913944,X52330687X,Mr.,Terry,King,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,827 Kling Burg Suite 32,Buzzards Bay,Massachusetts,Barnstable County,02542,41.7787117973931,-70.5731783666208,1196488.8525,3228.8775,False
53cc5b94-3c84-3ecf-ae94-f98203e3d8ba,2014-03-07,,999-85-1461,UNKNOWN,UNKNOWN,,Elwood,Gottlieb,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,289 Mraz Knoll,Braintree,Massachusetts,Norfolk County,02184,42.2199482596054,-70.9776801613269,189892.04,0.0,False
060e72d3-912e-55cd-0c92-5faa6cb7a6db,1969-01-03,,999-66-6825,S99931952,X14008939X,Mr.,Benny,Tillman,,,S,white,nonhispanic,M,Medford  Massachusetts  US,941 Rodriguez Trace Suite 61,Quincy,Massachusetts,Norfolk County,02169,42.2400577601868,-70.9877474621171,181651.842,262994.998,False
18f70d07-28a0-17f3-2605-bf21cceb194b,2020-02-08,,999-52-7055,UNKNOWN,UNKNOWN,,Ernestina,Fahey,,,,white,nonhispanic,F,Medford  Massachusetts  US,631 Muller Junction Apt 77,Cambridge,Massachusetts,Middlesex County,02141,42.3534872357854,-71.0679519301084,46898.77,56.2199999999999,False
a7b903a5-5c6f-3f5e-4035-62d94b0b52b3,1995-12-21,,999-21-2434,S99916617,X56847635X,Ms.,Lavonia,Abernathy,,,,white,nonhispanic,F,Boxford  Massachusetts  US,702 Hane Boulevard,Medford,Massachusetts,Middlesex County,02145,42.4166789668671,-71.0815930340051,694925.9575,61101.1725,False
63198606-7c07-e63a-42a3-2f47419c881c,2015-01-22,,999-39-5566,UNKNOWN,UNKNOWN,,Rashida,Murray,,,,white,nonhispanic,F,Westborough  Massachusetts  US,400 Crooks Orchard,Everett,Massachusetts,Middlesex County,,42.4303172071671,-71.0188571341331,188478.56,131.22,False
2dacba2b-f4f3-9726-0f13-2f1a87f69bba,1988-03-15,,999-31-2745,S99997263,X23541953X,Mrs.,Margarite,Boyer,,Botsford977,M,white,nonhispanic,F,Southwick  Massachusetts  US,340 Ullrich Viaduct Unit 53,Waltham,Massachusetts,Middlesex County,02453,42.3262511391239,-71.2139396098474,1371909.6475,223046.0925,False
7d28d76a-9ac8-67b4-3c88-0a75be3d0851,1969-01-03,,999-55-6195,S99969519,X56639424X,Mrs.,Erna,Robel,,Kuhic920,M,white,nonhispanic,F,Boston  Massachusetts  US,974 Nienow Fork,Lynn,Massachusetts,Essex County,01907,42.4883998808272,-70.9203304190729,1849843.5155,396119.7145,False
307b6419-5147-4716-10b1-bb458ac191c3,2003-07-19,,999-53-6468,S99966610,UNKNOWN,Ms.,Micheal,Shields,,,,white,nonhispanic,F,Worcester  Massachusetts  US,933 Jast Plaza,Fairhaven,Massachusetts,Bristol County,,41.6503047697387,-70.8941371880179,486024.1225,2349.0675,False
0afb59a5-12cb-3b6a-eead-3a72d24fb678,1980-12-05,,999-49-6212,S99937895,X21978831X,Mr.,Hershel,Lang,MD,,S,white,nonhispanic,M,Webster  Massachusetts  US,976 Abernathy Fort Unit 80,Holbrook,Massachusetts,Norfolk County,02343,42.2004542432617,-71.0502386414428,1034683.7575,158.0625,False
38565670-114d-6c46-50b9-76bbffb16ffb,1970-09-14,,999-61-2551,S99975387,X9893460X,Mrs.,Christal,Glover,,Ruecker817,M,white,nonhispanic,F,Boston  Massachusetts  US,448 Davis Drive Unit 60,Lawrence,Massachusetts,Essex County,01840,42.7483796415107,-71.1691555982839,1117212.8845,197427.3755,False
4f5a07ca-02e0-8981-3c30-4d9924a169a3,1983-12-12,,999-37-6244,S99973987,X64774243X,Mr.,Tony,Ward,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,902 Gutkowski Hollow,Peabody,Massachusetts,Essex County,01940,42.5309804625337,-70.9955980864206,907036.61,9573.15,False
6a6a1b30-9966-bd68-e732-b7ce2c0b6ade,2013-11-19,,999-17-5887,UNKNOWN,UNKNOWN,,Roberto,Quiroz,,,,white,hispanic,M,Portsmouth  Saint John Parish  DM,759 Schimmel Hollow Unit 24,Haverhill,Massachusetts,Essex County,01835,42.7741422367185,-71.100912612649,201925.44,1434.3,False
be82309d-1a8f-df82-4cd6-5f03e1060e8e,1970-03-07,,999-49-3900,S99998879,X20800283X,Mr.,Felton,Pouros,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,805 Greenfelder Heights,Shirley,Massachusetts,Middlesex County,,42.5835911091954,-71.6013830728862,1168474.6625,125.5275,False
5e2cd800-901b-55d3-edf4-ab6e3c7524ff,1983-03-13,,999-31-9450,S99941509,X19453034X,Mr.,Jonathon,Rice,JD,,S,white,nonhispanic,M,Beverly  Massachusetts  US,856 Corkery Ferry Apt 50,Somerville,Massachusetts,Middlesex County,02138,42.3613942702339,-71.1107224193936,978259.775,23108.145,False
f93c78a3-57b8-4858-cad5-e449f26e3857,2008-12-10,,999-80-8776,UNKNOWN,UNKNOWN,,Man,Halvorson,,,,white,nonhispanic,M,Marblehead  Massachusetts  US,644 Abshire Park Suite 19,Brockton,Massachusetts,Plymouth County,,42.0933198878272,-70.9494253120159,327035.025,2953.305,False
62bb08df-1e20-441c-6fea-94c47a30690a,1980-05-21,,999-86-6189,S99916713,X77230309X,Mrs.,Leonie,Monahan,,Raynor401,M,white,nonhispanic,F,Smith Mills  Massachusetts  US,497 Hegmann Gateway Suite 26,Newburyport,Massachusetts,Essex County,,42.8070159462802,-70.9218492712238,1273822.6425,48322.1175,False
d1822991-eb4f-aafe-6a88-cd5279b4385b,2017-01-09,,999-39-2759,UNKNOWN,UNKNOWN,,Solomon,Moore,,,,white,nonhispanic,M,Peabody  Massachusetts  US,948 Wilkinson Passage,Lancaster,Massachusetts,Worcester County,,42.5281446234566,-71.7013504839964,127579.35,32828.16,False
5b2f8ddd-408a-884c-00e9-047b13e6cc45,1999-07-06,,999-71-4100,S99988351,X19730009X,Mr.,Refugio,Ratke,,,,white,nonhispanic,M,Lowell  Massachusetts  US,692 Lakin View Unit 66,Lynn,Massachusetts,Essex County,01901,42.4358759298147,-70.9934348765787,659431.81,31019.67,False
afd63046-5213-0c98-561f-12e6725cd1f5,1956-10-25,,999-88-6383,S99989633,X29496773X,Mrs.,Pattie,West,,Littel644,M,black,nonhispanic,F,Lowell  Massachusetts  US,1020 Dibbert Crossroad,Belmont,Massachusetts,Middlesex County,02472,42.4076079549972,-71.1685097301624,2090761.783,420932.647,False
ceec80e3-5c50-be88-198c-e98375c8e8a2,1977-09-12,,999-47-3565,S99925368,X8596122X,Mr.,Gerry,Treutel,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,830 Lebsack Brook,Boston,Massachusetts,Suffolk County,02130,42.3190004320001,-71.0600981977932,1459667.655,1421.925,False
19e3f2b0-8fd1-a8ae-2767-f0c89005b8d2,2010-11-27,,999-97-1329,UNKNOWN,UNKNOWN,,Keena,Balistreri,,,,asian,hispanic,F,Holliston  Massachusetts  US,938 Becker Common Unit 43,Revere,Massachusetts,Suffolk County,,42.3984167099957,-70.9468959821568,152495.905,2362.605,False
363f50e2-9771-dfb4-1ff5-3d7db24b9ada,2021-09-04,,999-22-4018,UNKNOWN,UNKNOWN,,Juliette,McClure,,,,white,nonhispanic,F,Quincy  Massachusetts  US,293 Pacocha Knoll Unit 74,Boston,Massachusetts,Suffolk County,02128,42.4360126028612,-71.0143521639692,7728.18,0.0,False
3a74ce3c-442e-b4ef-fb10-560f58f8e613,1997-03-26,,999-49-2054,S99976277,X9668781X,Mr.,Leif,Williamson,,,,white,nonhispanic,M,Boston  Massachusetts  US,131 Shanahan Hollow Unit 98,Amherst,Massachusetts,Hampshire County,,42.3224843021323,-72.4888938156624,79244.404,30103.676,False
04f25f73-04b2-469c-3806-540417a0d61c,1969-10-19,2005-11-09,999-93-4258,S99913030,X20390688X,Mrs.,Maye,Dickinson,,Glover433,M,white,hispanic,F,Plymouth  Massachusetts  US,392 Renner Divide Suite 57,Woburn,Massachusetts,Middlesex County,,42.4784717031679,-71.1621446216566,2815496.5475,7908.8925,False
3ff3637c-86a6-6d45-8e41-f1b2c96fbcf4,2010-01-13,,999-95-3226,UNKNOWN,UNKNOWN,,Rosana,Kessler,,,,white,nonhispanic,F,Mashpee  Massachusetts  US,276 Deckow Tunnel Unit 19,Lowell,Massachusetts,Middlesex County,,42.6047148295607,-71.304234629546,298852.3775,543.9825,False
6b3a5686-0f63-5ce4-cc03-0bba2052f7b1,1958-10-28,,999-96-8207,S99914224,X43330625X,Mrs.,Lashawnda,O'Hara,,Greenfelder433,M,white,nonhispanic,F,Deerfield  Massachusetts  US,230 Robel Drive Suite 95,Lowell,Massachusetts,Middlesex County,01851,42.6316527884149,-71.373443860636,1210508.1255,1210783.8445,False
e70e7298-5026-74b0-505b-110dd1ce0af7,1941-10-26,,999-95-6406,S99955846,X26191014X,Mrs.,Lyla,Braun,,Kozey370,M,white,nonhispanic,F,Framingham  Massachusetts  US,250 Senger Glen Suite 62,Canton,Massachusetts,Norfolk County,,42.1448183706675,-71.0904624959444,2328980.126,274946.544,False
8761af66-90ad-7f7d-2102-58b767495473,1991-06-21,,999-65-6080,S99986136,X63302614X,Mr.,Jack,Barton,,,S,white,nonhispanic,M,Boston  Massachusetts  US,156 Haley Manor Unit 66,Medford,Massachusetts,Middlesex County,,42.4618560013718,-71.0693748117422,760228.9025,3786.1575,False
50aac3ff-d836-adfd-620d-662fa08fdf55,1960-09-23,,999-39-5007,S99928200,X13955983X,Mrs.,Jacquelynn,Morar,,Connelly992,M,white,nonhispanic,F,Cambridge  Massachusetts  US,638 Hamill Orchard,Holyoke,Massachusetts,Hampden County,,42.183676181273,-72.6109697197947,515229.476,1361112.994,False
fcca54e8-5abe-cd71-30a0-464f15368bea,1993-12-12,,999-93-3994,S99954518,X33164416X,Mrs.,Oneida,Stokes,,Lemke654,M,white,nonhispanic,F,Revere  Massachusetts  US,1085 Grant Boulevard,Marblehead,Massachusetts,Essex County,,42.492912462903,-70.8228875399409,1814465.2625,3730.7175,False
c88891ca-5796-aca3-c67d-0b2043dd0463,2007-12-14,,999-76-2033,UNKNOWN,UNKNOWN,,Alexander,Robel,,,,white,nonhispanic,M,Westfield  Massachusetts  US,337 Nicolas Light,Marshfield,Massachusetts,Plymouth County,02050,42.1206561565629,-70.7122451010276,629927.13,131.22,False
a5ca099b-c28d-c0f4-653a-0d926051840a,2019-08-29,,999-43-1306,UNKNOWN,UNKNOWN,,Kevin,Kautzer,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,538 Stroman Pathway Apt 39,Lynn,Massachusetts,Essex County,01906,42.432214089921,-70.9291730257671,61668.18,56.2199999999999,False
0f235c70-d4a8-4a79-e124-eb3b6da274a0,1992-01-05,,999-69-3737,S99985809,X56624017X,Mrs.,Dovie,Fay,,Wunsch504,M,white,nonhispanic,F,Watertown  Massachusetts  US,194 Muller Mill Suite 76,Longmeadow,Massachusetts,Hampden County,01106,42.0609064440334,-72.5414397635032,923570.6865,197191.2335,False
e15d5c46-48a2-2364-2b4f-529ecbe0c956,1970-12-26,,999-43-7191,S99999275,X9664867X,Mr.,Edison,Hudson,,,S,white,nonhispanic,M,Seekonk  Massachusetts  US,946 Reichert Arcade Suite 67,Bourne,Massachusetts,Barnstable County,02532,41.7847567589671,-70.6140814363135,657408.255,56.115,False
97899f1d-9c3b-2b90-17b8-400c11ab8f0f,1969-10-19,,999-92-9590,S99972960,X36775426X,Ms.,Alberta,Waters,,,S,white,hispanic,F,Peabody  Massachusetts  US,246 Boyle Heights Apt 11,Woburn,Massachusetts,Middlesex County,01890,42.4737328197699,-71.1937178518355,2695191.1455,206727.3645,False
9ac43dbb-44d6-871e-b411-a1c18c61b55e,1942-10-15,1996-05-12,999-38-2466,S99958981,X3498799X,Mr.,Mohammad,Mann,,,M,black,nonhispanic,M,Marblehead  Massachusetts  US,730 Kessler Common Unit 54,Pembroke,Massachusetts,Plymouth County,,42.0182330482864,-70.7890283665653,1483250.2375,1904.7225,False
87daa935-0fc8-61cf-9e00-b8540c292903,1959-11-17,,999-51-1827,S99983576,X60001847X,Mr.,Collin,Becker,,,S,white,nonhispanic,M,Cambridge  Massachusetts  US,727 O'Kon Green Suite 87,Methuen,Massachusetts,Essex County,01844,42.7239886637298,-71.1614110031373,1387814.2325,1236.5475,False
81b2098d-e476-7d41-46b1-1c86fa027785,1956-02-18,,999-19-9446,S99925383,X8583497X,Mrs.,Isa,Gorczany,,Dooley940,M,white,nonhispanic,F,Natick  Massachusetts  US,722 Jenkins Harbor,North Plymouth,Massachusetts,Plymouth County,,42.007923355728,-70.6666560319566,1309087.8905,80931.2695,False
10a1709a-5dde-1e3a-4c06-d8de03764712,1958-04-07,2011-07-10,999-81-4359,S99921632,X77153984X,Mr.,Werner,Schneider,,,M,white,nonhispanic,M,Auburn  Massachusetts  US,474 Koelpin Street Suite 44,Yarmouth,Massachusetts,Barnstable County,,41.6604297248382,-70.2263362597794,2381577.0825,16500.7875,False
e984f023-1987-15a9-f24b-f980ce800206,1975-08-10,,999-12-5073,S99947934,X59393369X,Mrs.,Starla,Collier,,Armstrong51,M,white,nonhispanic,F,Boston  Massachusetts  US,754 Moore Road Apt 77,Scituate,Massachusetts,Plymouth County,,42.1935522492402,-70.7375634825483,1855792.14,59302.74,False
e92c1f65-ac3e-4732-1199-fcaefa803406,1969-06-17,,999-37-5672,S99952360,X51466551X,Mr.,Ernesto,Jaramillo,,,S,white,hispanic,M,Havana  Havana  CU,508 Mueller Center Apt 38,Winthrop,Massachusetts,Suffolk County,02128,42.417395173033,-71.0062232070067,1324142.2075,496.8825,False
e000e5c8-30f7-7a53-a324-7f3e431ba008,1970-03-08,,999-63-3223,S99915120,X58434553X,Mr.,Cletus,Bartell,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,417 Jacobson Wynd,Amherst,Massachusetts,Hampshire County,,42.4036368287286,-72.5008381996356,327178.875,203960.295,False
f7a3acd9-1c09-59d6-dbaa-079164cbe703,1976-02-19,,999-36-1674,S99957653,X50897317X,Mr.,Emerson,Frami,,,M,white,nonhispanic,M,Boston  Massachusetts  US,213 Weissnat Port Apt 83,Taunton,Massachusetts,Bristol County,02718,41.8683370789819,-71.1449517173023,249879.2675,23.8724999999999,False
96df4283-1388-506c-e88f-77cd4232e1b4,1942-10-15,1993-01-06,999-39-6092,S99945742,X860688X,Mr.,Alonso,Barton,,,M,black,nonhispanic,M,Bedford  Massachusetts  US,320 Doyle Key Apt 86,Pembroke,Massachusetts,Plymouth County,,42.0389777123753,-70.8395466692835,1987240.9,205909.26,False
74b7fc31-8223-c477-0ec9-5b2ceea7c28f,1970-09-19,,999-32-8750,S99959598,X89632338X,Mr.,Isiah,Jacobs,,,M,black,nonhispanic,M,Wenham  Massachusetts  US,856 Gerlach Branch,Canton,Massachusetts,Norfolk County,,42.1342392086103,-71.1128372030178,2104482.625,3307.545,False
78a50f0f-cce6-17f0-cc9f-bd605ce78292,1984-12-26,,999-96-2106,S99920846,X64074744X,Mrs.,Mardell,Legros,,Johnston597,M,white,nonhispanic,F,New Bedford  Massachusetts  US,365 Prosacco Byway,Cohasset,Massachusetts,Norfolk County,,42.2767231637263,-70.7630702435798,1099682.6775,587.5125,False
b45719be-ad92-ca35-29be-daaacf4f258b,1966-03-01,,999-63-7968,S99988817,X49302987X,Mr.,Pierre,Collins,,,M,white,nonhispanic,M,Lexington  Massachusetts  US,568 Stokes Course Unit 49,Boston,Massachusetts,Suffolk County,02163,42.3331884305539,-71.0209209240505,180626.7865,103678.9435,False
87cecc0c-9c64-cc50-5370-d7c881ccbd61,1948-03-03,2008-06-21,999-19-8762,S99918771,X16628457X,Mr.,Lucio,Toy,,,M,white,nonhispanic,M,Rockport  Massachusetts  US,558 Kunze Divide Suite 93,Somerville,Massachusetts,Middlesex County,02143,42.3933544442892,-71.0928762775579,1553128.295,1151.895,False
